vacancy_id,job_title,company_name,experience_required,salary,region,company_domain,is_remote,date,hard_skills,soft_skills,tool_name,role_name,text
234,Senior Data Scientist,S7 Group,От 3 до 6 лет,,Москва,IT компания,False,2025-09-02,"Анализ данных, Мониторинг моделей, Прогнозное моделирование, Работа с ML-библиотеками, Разработка архитектуры","Коммуникация, Объяснение решений, Ответственность","Ad Hoc Analysis, Airflow, Autogen, BI-инструменты, BigQuery, CatBoost, ClickHouse, Clickhouse, Git, Google Colab, Grafana, GreenPlum, Greenplum, Hadoop, JAX, Jupyter, Langchain, Langgraph, LightGBM, MLflow, MatPlotLib, Matlab, Matplotlib, Matplotlib/Seaborn/Plotly, MySQL, NumPy, Numpy, Ollama, Pandas, Pandas/Polars, Plotly, PostgreSQL, PowerBi, PyMC, PySpark, PyTorch, Python, Python 3, Python3, R, Redshift, S3, SAS, SQL, SciPy, Scikit-learn, Seaborn, Statsmodels, TensorFlow, Transformers, XGBoost, arviz, catboost, hyperopr, lightgbm, matplotlib, numpy, optuna, pandas, plotly, polars, scikit-learn, scikit‑learn, scipy, seaborn, sklearn, statsmodels, xgboost, Алгоритмы и структуры данных, Базовый SQL, Искусственный интеллект, Математическая статистика, Основные библиотеки анализа данных, Стандартный стек ML, Стандартный стек NLP, Теория вероятностей, библиотеки для анализа данных и машинного обучения, Airflow, ML-flow, MLflow, drift detection, логирование, метрики качества, CatBoost, Kafka, LightGBM, MLFlow, PostgreSQL, Python, S3, SciPy, XGBoost, matplotlib, numpy, pandas, prophet, python, scikit_learn, scipy, sklearn, sqlalchemy, statsmodels, numpy, pandas, sklearn, FastAPI, GitLab, Kubernetes, Poetry",Дата-сайентист,Senior Data Scientist
235,Data Scientist,Робот Мия,От 1 года до 3 лет,,Новосибирск,Продуктовая IT-компания,False,2025-08-21,"Знание Docker, Git, MLflow, Знание методов акустической обработки сигналов, Оптимизация производительности модели, Подготовка и обработка речевых данных, Работа с opensource-решениями, Разработка нейросетевых моделей","Вовлеченность, Ответственность","Docker, Git, MLflow, MFCC, спектрограммы, фильтрация, ONNX, TensorRT, quantization, Common Voice, LibriSpeech, DeepSpeech, ESPnet, NeMo, Wav2Vec, Whisper, Airflow, Golang, Hadoop stack (pySpark, hive, hdfs), Hugging Face, Kaldi, Keras, PyTorch, Python, Scikit-learn, TensorFlow, librosa, pandas",Дата-сайентист,Data Scientist
236,Data Science Engineer (MENA),GlowByte,От 3 до 6 лет,,ОАЭ,,False,2025-09-02,"Business Problem Solving, Customer Relationship Management, Model Development Deployment, Project Delivery Documentation, Support Sales Project Growth","Collaboration, Communication","Hadoop, Python, Airflow, Git, Hadoop, PySpark, Python, SQL",Дата-сайентист,Data Science Engineer (MENA)
237,ML engineer,Innovative People,От 3 до 6 лет,,Москва,IT-компания,True,2025-09-04,"Machine Learning, Работа с данными, Работа с распределёнными системами","владение английским, самостоятельное исследование, чтение статей","AWS, C++, CatBoost, Catboost, Databricks, Implicit, LightFM, ML, ML tools, ML/AI, Nltk, PyMorphy, PyTorch, Python, R, RecTools, SQL, Scikit-learn, Supervised/unsupervised обучение, TensorFlow, Transformers, numpy, pandas, pytorch, scipy, sklearn, supervised/unsupervised обучение, vLLM, Airflow, Apache Airflow, Apache Kafka, BigQuery, CVAT, Cassandra, ClickHouse, Clickhouse, Data Factory, Data Warehouse, Debezium, Django, Docker, DuckDB, Excel, FastAPI, Flask, Gitlab, Go, Google Big Query, Grafana, GreenPlum, Greenplum, Hadoop, Hive, Jira, JupyterLab, Kafka, Linux, Loki, MS Power BI, MongoDB, MySQL, NoSQL, NumPy, Numpy, OneLake, OpenCV, Oracle, Pandas, Polars, PostgreSQL, Presto, Prometheus, Prometheus/Grafana, PyCharm/VSCode, PySpark, PyTorch, Pyspark, Python, Python (Pandas, NumPy, MatPlotLib), Python (pandas, sklearn), Requests, S3, S3 хранилище, SQL, SQL (MS SQL, pgSql, mySql), SQLAlchemy, SciPy, Scikit-Learn, Spark, Starrocks, TF, TensorFlow, Teradata, Vertica, bash, catboost, dbt, itertools, k8s, lightgbm, matplotlib, matplotlib.pyplot, networkx, numpy, oracle, pandas, postgresql, pylab, pytorch, requests, scikit-image, scikit-learn, scipy, scipy.optimize, seaborn, sklearn, sklearn.preprocessing, sqlalchemy, visualisation, xgboost, Временные данные, Геоданные, ООП, СУБД, Табличные данные, Текст, Фото, Docker, HDFS, Hadoop, LXC, airflow, docker, fast api, k8s, orchestration systems, redis",Дата-сайентист,ML engineer
238,ML/DS Engineer,the_covert,От 1 года до 3 лет,,Тбилиси,IT-компания,False,2025-08-26,"Deep Learning, Классическое ML, Работа с JAX, Работа с PyTorch, Работа с TensorFlow, Работа с numpy, Работа с pandas",,"CNN, CUDA, Jupyter Notebook, LSTM, PyCharm, PyTorch, TensorFlow, Transformers, pytorch, tensorflow, Airflow, CatBoost, Docker, Git, LightGBM, PyTorch, Python, Scikit-learn, Spark, Бустинги, Классификация, Ранжирование, Регрессия, бустинги, временные ряды, JAX, PyTorch, TensorFlow, numpy, pandas",Дата-сайентист,ML/DS Engineer
239,Data Engineer/Дата-инженер (Middle+/Senior),Secreate,От 3 до 6 лет,,Москва,ИТ-компания,True,2025-08-27,"CI/CD, ETL, Python, TDD методология разработки, Проектирование DWH, Работа с Apache Spark, Работа с Docker, Работа с Git, Работа с GitHub, Работа с k8s, Работа с облачными сервисами, Управление с помощью Apache Airflow",,"Airflow, Argo CD, CI/CD, CI/CD для пайплайнов данных, Docker, Flux, Git, GitLab, GitLab CI, Gitlab CI, Jenkins, Kubernetes, MLflow, TeamCity, Terraform, AirFlow, Airflow, Apache Airflow, Apache Nifi, ETL, Extract, Hadoop, Hive, Informatica, Kafka, Load, MS SSIS, Microsoft Fabric, NiFi, Prefect, PySpark, Python, SAS, SQL, Spark, Talend, Transform, dbt, AirFlow, Apache Airflow, HuggingFace Transformers, NumPy, ONNX, Pandas, PySpark, PyTorch, Python, TensorFlow, TensorRT, TorchScript, matplotlib/seaborn, numpy, pandas, pyspark, scikit-learn, Pytest, BigQuery, ClickHouse, Clickhouse, DWH, Data Vault, Kimball, MS SQL Server, PostgreSQL, Postgres, Snowflake, Apache Spark, MLlib, Pyspark, Spark DataFrames, Spark SQL, Airflow, Docker, Docker Compose, Git, GitLab, commit, git pull, push, GitHub, k8s, AWS, Amazon Web Services, Azure, Google, Google Cloud, Google Cloud Platform, Microsoft Azure, Yandex Cloud, Apache Airflow",Дата-сайентист,Data Engineer/Дата-инженер (Middle+/Senior)
240,Head of Data Science (fintech),Мокка,Более 6 лет,от 500 000 руб.,Москва,Финтех,False,2025-08-18,"Rollout моделей, Антифрод модели, Оцифровка и расчёт финансового эффекта, Проверка новых источников данных, Прогнозирование дефолта, Проектирование модульной ML платформы, Разработка e2e data-сервисов, Снижение стоимости принятия решения, Управление командой, Формирование бэклога","Понимание риск-менеджмента, Работа в финтехе / банках","MlOps, autoML, features store, автомониторинг, ML модели, Руководство коллективом",Дата-сайентист,Head of Data Science (fintech)
241,ML Engineer,Модсен // MODSEN,Более 6 лет,,Минск,Технологичные проекты,False,2025-08-21,"ML, Английский язык, Объектно-ориентированное программирование, Работа с low-code/no-code платформами, Работа с асинхронным кодом, Работа с базами данных, Работа с большими языковыми моделями, Работа с ботами, Работа с облачными решениями, Разработка LLM-агентов, Разработка моделей deep learning","Креативность, Профессионализм, Саморазвитие","Keras, ML, PyTorch, Python, Python (pandas, sklearn), TensorFlow, Английский, Английский язык, чтение технической документации, Python, n8n, asyncio, Alembic, Cassandra, ClickHouse, Clickhouse, DB2, GreenPlum, Greenplum, Groovy, Hive, Iceberg, Impala, Java, Kafka, Kyuubi, MS SQL, MSSQL, Microsoft SQL Server, MongoDB, MySQL, No-SQL, NoSQL, NoSQL (MongoDB, Cassandra), OLAP, OLTP, OpenSearch, Opensearch, Oracle, PostgreSQL, Postgres, PostgresSQL, PySpark, QDrant, Qdrant, Redis, S3, SQL, SQL (PostgreSQL, MySQL), SQLAlchemy, Superset, aioodbc, alembic, elasticsearch, pgvector, pyodbc, LLM, Langchain, OLLAMA, AWS, GCP, Yandex Cloud, LangGraph, RAG, Keras, PyTorch, TensorFlow",Дата-сайентист,ML Engineer
242,Data Engineer (Scala) / Дата Инженер Скала,WaveAccess,От 3 до 6 лет,,Санкт-Петербург,,True,2025-08-07,"Консольная работа в Linux, Работа с ETL-процессами, Работа с БД и SQL, Работа со Spark+Scala",,"Linux, Apache Airflow, PostgreSQL, SQL, Apache Spark, Scala",Дата-сайентист,Data Engineer (Scala) / Дата Инженер Скала
243,Quantitative Researcher,CareeRoom,От 3 до 6 лет,от 5000 USD,Армения,Международный хедж фонд,False,2025-09-03,"Математическая статистика, Программирование, Работа с Big Data","Командность, Креативность, Самостоятельность","A/B тестирование, LightGBM, Matplotlib, Numpy, PyTorch, Python, SQL, Scikit-learn, XGBoost, pandas, python, Исследовательский анализ данных, Математическая статистика, Математический анализ, Теория вероятностей, бутстрэп, доверительные интервалы, статистические тесты, теория статистики, API, Bash, C, C++, Dagster, Docker, FastAPI, Flask, Git, GitLab, Go, Groovy, Hive, JAVA, Java, JavaScript, JavaScript (Node.js), Kotlin, Linux, Matlab, PL/SQL, PL/pgSQL, PowerShell, PySpark, Python, Rust, SQL, Scala, Spark, asyncio, AirByte, AirFlow, Big Data, ByteBase, Cassandra, CatBoost, Clickhouse, Flink, Grafana, Greenplum, Hadoop, Hadoop (PySpark), Hive, Kafka, MLFlow, Numpy, PySpark, Python, S3, SciPy, Spark, XGBoost, pandas",Дата-сайентист,Quantitative Researcher
